PLAYER,YRS,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,BA,HOF
Player 1040,21,882,3107,252,813,108,40,90,383,256,518,121,40,0.262,0
Player 1041,18,2754,7511,396,2531,423,38,306,1271,1016,1739,129,16,0.337,0
Player 1042,22,2398,8823,409,2102,369,115,366,1567,476,1465,131,24,0.238,1
Player 1043,11,528,2080,130,561,76,20,86,335,203,375,29,7,0.27,0
Player 1044,10,830,2410,129,651,110,44,36,369,245,263,89,8,0.27,0
Player 1045,18,2592,7143,415,2029,351,107,196,739,806,1189,187,51,0.284,0
Player 1046,4,304,764,90,194,25,3,34,133,82,108,37,3,0.254,0
Player 1047,6,288,743,58,208,47,4,17,79,37,170,32,10,0.28,0
Player 1048,16,2208,8381,511,2213,424,43,454,816,895,1922,268,73,0.264,1
Player 1049,17,2516,10512,557,2256,375,152,244,1037,830,1174,133,30,0.215,0
Player 1050,3,453,1167,118,315,56,16,34,170,139,209,63,12,0.27,0
Player 1051,13,1937,7305,522,1690,266,65,209,1196,489,1330,238,82,0.231,0
Player 1052,10,1380,3618,281,757,168,19,96,504,414,615,44,12,0.209,0
Player 1053,13,1092,3829,158,1052,198,66,181,451,407,382,48,14,0.275,0
Player 1054,24,1176,4451,99,1277,229,33,56,637,483,821,71,21,0.287,0
Player 1055,2,210,653,45,188,43,10,21,124,42,135,35,3,0.288,0
Player 1056,25,1325,3337,346,967,213,55,119,542,367,451,86,8,0.29,0
Player 1057,12,1032,3624,184,733,159,22,172,307,421,588,13,1,0.202,0
Player 1058,20,2200,9207,255,2047,301,87,326,1040,865,907,74,19,0.222,0
Player 1059,11,1628,4782,233,1621,224,44,253,973,385,1094,25,6,0.339,0
Player 1060,8,496,1399,95,326,66,11,68,241,90,136,38,6,0.233,0
Player 1061,20,1140,3090,301,900,158,61,69,553,235,350,165,56,0.291,0
Player 1062,18,2160,7438,254,1829,369,97,356,651,883,950,187,19,0.246,0
Player 1063,4,100,351,21,95,20,5,18,60,30,74,15,4,0.271,0
Player 1064,18,1764,6785,433,1681,261,75,121,757,768,1303,31,6,0.248,0
Player 1065,19,2299,8690,657,2517,388,70,308,1748,1013,704,206,39,0.29,0
Player 1066,10,960,3856,101,1059,189,57,73,533,426,421,138,11,0.275,0
Player 1067,24,1776,6872,504,1747,266,74,257,750,760,1374,221,61,0.254,0
Player 1068,17,2244,6553,476,1528,305,37,63,820,687,947,347,100,0.233,0
Player 1069,9,657,2263,163,632,132,23,94,285,218,190,37,6,0.279,0
Player 1070,1,117,351,10,79,13,3,9,35,23,82,11,2,0.225,0
Player 1071,17,1445,4422,276,1260,260,69,151,729,556,460,180,43,0.285,0
Player 1072,6,168,686,36,248,44,7,4,162,93,110,6,1,0.362,0
Player 1073,19,1767,6465,260,2051,421,129,257,1402,594,774,262,64,0.317,0
Player 1074,14,434,1804,75,532,78,19,53,270,241,357,27,5,0.295,0
Player 1075,12,1752,5621,353,1500,312,44,203,565,785,1148,45,14,0.267,0
Player 1076,5,515,1758,103,355,73,9,36,192,164,252,72,19,0.202,0
Player 1077,18,1314,4373,117,978,148,57,53,511,503,810,170,18,0.224,0
Player 1078,5,440,1180,77,371,69,12,31,159,127,266,70,20,0.314,0
Player 1079,11,1155,3352,146,812,180,33,174,575,239,705,186,31,0.242,0
Player 1080,21,1218,4137,343,1015,152,27,67,750,224,605,69,22,0.245,0
Player 1081,24,1488,3890,438,1027,213,54,150,380,353,585,177,42,0.264,0
Player 1082,25,1975,8064,288,1877,440,108,60,1254,974,1789,355,31,0.233,0
Player 1083,24,1392,3773,165,856,191,28,154,520,299,322,71,19,0.227,0
Player 1084,14,1722,4884,220,1310,220,87,82,595,589,408,155,17,0.268,0
Player 1085,6,228,866,42,206,39,3,23,124,94,97,37,11,0.238,0
Player 1086,21,2772,7386,755,1802,430,40,172,723,831,1568,76,25,0.244,0
Player 1087,21,1470,5924,279,1437,270,68,63,542,448,619,246,65,0.243,0
Player 1088,25,2425,9054,223,2610,349,139,201,1950,835,1137,225,50,0.288,0
Player 1089,17,765,2001,67,524,65,15,45,316,132,361,123,29,0.262,0
Player 1090,4,300,1102,39,290,62,13,34,130,79,120,34,6,0.263,0
Player 1091,13,1599,5714,424,1662,283,54,306,880,331,734,198,20,0.291,0
Player 1092,12,720,2726,156,722,108,32,77,527,167,421,101,33,0.265,0
Player 1093,22,924,3610,188,939,151,48,183,493,248,420,19,3,0.26,0
Player 1094,10,920,3423,138,980,206,67,96,695,349,817,107,17,0.286,0
Player 1095,9,414,1447,117,424,74,16,15,295,129,153,69,9,0.293,0
Player 1096,3,195,594,29,157,35,7,9,76,43,128,33,11,0.264,0
Player 1097,21,1743,6423,459,1752,364,81,162,1100,818,996,304,101,0.273,0
Player 1098,19,1862,7684,515,1864,441,60,163,1144,747,773,223,38,0.243,0
Player 1099,2,216,755,40,181,41,5,36,119,100,74,25,3,0.24,0
Player 1100,11,1232,4471,340,1327,199,92,174,658,479,715,128,38,0.297,0
Player 1101,12,1608,5214,226,1488,296,39,176,551,268,712,182,35,0.285,0
Player 1102,12,396,1499,89,428,52,25,44,179,198,176,45,15,0.286,0
Player 1103,23,1656,6948,164,1944,464,44,172,1159,883,1621,28,9,0.28,0
Player 1104,4,100,277,18,75,11,4,9,49,29,42,2,0,0.271,0
Player 1105,8,208,591,26,173,34,4,6,112,57,135,23,2,0.293,0
Player 1106,5,260,888,24,268,59,18,11,156,80,94,16,4,0.302,0
Player 1107,7,714,2369,57,715,99,37,47,274,221,259,43,14,0.302,0
Player 1108,23,3243,11258,491,2999,665,59,152,1070,1342,1974,139,25,0.266,0
Player 1109,24,3000,7750,629,2468,299,131,301,1635,745,954,438,139,0.318,1
Player 1110,2,218,694,39,192,33,9,4,109,45,76,37,7,0.277,0
Player 1111,16,2016,7037,295,2055,363,68,91,1362,388,669,235,80,0.292,0
Player 1112,6,282,985,84,275,45,8,49,114,60,90,48,12,0.279,0
Player 1113,5,670,2423,192,675,128,36,132,346,175,485,107,11,0.279,0
Player 1114,8,1120,4171,120,1018,233,56,122,730,346,521,52,10,0.244,0
Player 1115,5,185,664,31,195,31,6,19,81,86,157,6,0,0.294,0
Player 1116,13,1118,4296,249,1587,300,100,187,594,307,469,51,9,0.369,0
Player 1117,25,3300,11754,796,3019,680,89,80,1845,925,1606,86,28,0.257,0
Player 1118,15,1290,4403,207,1199,255,22,116,704,308,616,140,19,0.272,0
Player 1119,19,2546,8988,621,2286,285,109,89,1670,890,1438,147,49,0.254,0
Player 1120,13,1898,5071,203,1282,298,26,127,913,535,1112,313,33,0.253,0
Player 1121,1,86,254,13,82,10,2,13,53,24,54,9,2,0.323,0
Player 1122,3,96,326,22,80,15,3,13,28,44,26,6,2,0.245,0
Player 1123,7,483,1924,105,487,92,14,104,264,268,279,85,21,0.253,0
Player 1124,7,364,1330,96,285,61,7,56,201,166,282,62,20,0.214,0
Player 1125,22,1892,5020,170,1222,168,65,177,639,614,401,269,93,0.243,0
Player 1126,22,2222,7792,263,1637,231,73,332,1202,646,1288,321,81,0.21,0
Player 1127,22,1870,5379,169,1571,330,96,204,959,549,653,329,95,0.292,0
Player 1128,16,800,2998,97,1103,152,51,84,434,244,437,89,7,0.368,0
Player 1129,14,896,3500,72,900,158,37,68,498,422,515,143,27,0.257,0
Player 1130,17,1921,6740,366,1426,296,41,209,895,441,961,40,6,0.212,0
Player 1131,11,308,1079,60,325,64,19,19,122,74,240,32,9,0.301,0
Player 1132,17,884,2718,198,664,96,17,79,323,145,450,84,22,0.244,0
Player 1133,20,2820,9189,464,2898,453,82,113,1845,963,2063,46,11,0.315,0
Player 1134,20,740,2937,59,763,180,46,97,314,328,576,18,5,0.26,0
Player 1135,16,1248,4654,284,1153,200,64,80,564,234,633,17,1,0.248,0
Player 1136,2,102,345,9,91,11,4,6,56,33,54,6,2,0.264,0
Player 1137,19,722,2256,195,668,97,11,67,441,189,321,13,1,0.296,0
Player 1138,10,790,2042,67,535,86,11,26,298,247,434,64,11,0.262,0
Player 1139,19,1748,4794,343,1211,290,51,254,887,256,527,258,64,0.253,0
Player 1140,14,658,1860,182,489,76,27,50,352,101,427,75,12,0.263,0
Player 1141,23,805,2523,165,568,69,23,57,306,266,436,100,26,0.225,0
Player 1142,9,378,1551,80,440,79,7,10,182,160,275,5,1,0.284,0
Player 1143,24,2616,8786,601,1822,236,45,414,1201,1096,1429,399,121,0.207,1
Player 1144,22,2992,8674,319,2207,337,104,314,987,896,1463,104,13,0.254,1
Player 1145,9,432,1157,98,343,82,18,29,235,156,216,26,3,0.296,0
Player 1146,13,858,2638,234,740,151,12,45,432,206,487,83,7,0.281,0
Player 1147,14,966,3754,284,1091,137,18,158,553,322,428,162,34,0.291,0
Player 1148,20,1420,4475,252,1198,208,35,233,685,617,775,255,29,0.268,0
Player 1149,18,1008,3843,157,1194,167,23,92,672,229,525,144,23,0.311,0
Player 1150,22,704,2720,172,822,110,36,31,591,330,494,94,28,0.302,0
Player 1151,10,930,2500,185,714,135,15,26,311,127,419,92,30,0.286,0
Player 1152,13,923,3262,126,986,178,49,17,711,305,354,113,34,0.302,0
Player 1153,11,759,3135,89,928,194,53,132,336,200,619,26,2,0.296,0
Player 1154,23,1357,4320,159,1099,249,75,233,722,448,661,75,17,0.254,0
Player 1155,8,1160,3000,209,668,99,44,163,479,365,504,205,25,0.223,0
Player 1156,15,1560,6348,183,1807,416,54,280,917,336,1191,275,49,0.285,0
Player 1157,4,316,1264,26,365,66,6,16,138,81,233,20,3,0.289,0
Player 1158,22,1122,3800,102,1171,176,38,204,786,307,759,57,19,0.308,0
Player 1159,10,1290,4436,367,1052,233,56,94,722,323,501,63,15,0.237,0
Player 1160,9,1260,3603,121,858,106,15,78,415,304,351,116,17,0.238,0
Player 1161,15,435,1693,41,484,90,16,66,269,229,316,20,5,0.286,0
Player 1162,13,1885,6310,337,1687,348,52,47,1136,372,743,226,76,0.267,0
Player 1163,22,2530,6470,338,1319,202,35,299,562,569,636,57,5,0.204,0
Player 1164,14,518,1896,151,536,119,28,104,322,172,191,14,4,0.283,0
Player 1165,13,1586,6527,444,1339,199,68,285,699,491,848,90,12,0.205,0
Player 1166,3,114,445,19,105,23,4,19,44,33,106,16,1,0.236,0
Player 1167,1,31,92,5,29,3,1,2,19,10,9,2,0,0.315,0
Player 1168,10,390,1010,63,337,46,6,8,161,106,129,35,2,0.334,0
Player 1169,25,2100,8607,185,1957,324,45,384,1416,1059,1956,255,71,0.227,1
Player 1170,23,2415,9884,348,2554,568,92,344,1475,854,2314,347,35,0.258,1
Player 1171,16,1232,4195,131,1138,156,58,211,632,438,489,76,18,0.271,0
Player 1172,16,640,2298,65,763,171,35,24,396,299,507,85,21,0.332,0
Player 1173,10,500,1643,101,415,61,7,33,211,208,167,29,9,0.253,0
Player 1174,5,675,2169,68,549,95,37,49,371,288,437,80,24,0.253,0
Player 1175,1,150,405,15,131,21,4,15,81,30,33,12,3,0.323,0
Player 1176,9,1107,2949,205,757,101,26,130,499,408,427,185,33,0.257,0
Player 1177,8,304,880,53,259,60,12,46,134,108,105,53,6,0.294,0
Player 1178,5,655,2569,72,560,96,37,50,254,312,494,92,23,0.218,0
Player 1179,7,798,2192,64,578,117,29,65,222,241,180,132,28,0.264,0
Player 1180,1,93,268,11,56,10,3,1,36,37,41,3,0,0.209,0
Player 1181,16,688,2361,90,550,99,13,41,283,211,452,83,28,0.233,0
Player 1182,24,3696,10591,946,3170,614,155,251,1755,1236,926,161,26,0.299,1
Player 1183,18,1476,4099,415,1099,250,66,142,590,462,916,84,6,0.268,0
Player 1184,12,360,1244,60,321,65,13,35,167,144,171,35,11,0.258,0
Player 1185,11,572,1787,96,435,79,15,41,271,210,190,77,18,0.243,0
Player 1186,8,616,2195,145,575,113,39,79,341,147,254,81,22,0.262,0
Player 1187,4,132,534,28,149,28,3,24,110,43,71,20,2,0.279,0
Player 1188,15,1005,2770,121,843,144,31,47,341,236,309,105,19,0.304,0
Player 1189,15,1275,5167,132,930,181,58,114,538,606,835,213,54,0.18,0
Player 1190,1,148,597,26,143,24,9,24,53,68,108,23,3,0.24,0
Player 1191,11,396,1548,80,426,89,29,67,286,193,231,61,16,0.275,0
Player 1192,7,693,2476,76,659,155,41,114,393,299,367,33,4,0.266,0
Player 1193,5,720,2559,104,727,170,12,39,379,265,524,72,9,0.284,0
Player 1194,18,2322,8328,342,2326,508,153,266,1560,521,1067,313,26,0.279,0
Player 1195,14,2030,7457,279,1933,371,74,372,1028,799,1339,357,55,0.259,0
Player 1196,16,752,1901,136,478,100,24,46,210,246,423,9,1,0.251,0
Player 1197,18,2322,9586,519,2505,354,91,253,1350,1034,1106,152,43,0.261,0
Player 1198,25,3800,13283,729,4120,731,246,720,1558,1734,2380,259,60,0.31,1
Player 1199,21,1407,5386,174,1316,198,61,57,933,753,1247,83,10,0.244,0
Player 1200,16,1424,4473,146,1197,144,73,180,768,368,737,212,49,0.268,0
Player 1201,22,2068,5213,539,1440,339,36,247,941,599,1231,36,5,0.276,0
Player 1202,12,1068,3595,198,1166,260,29,45,815,354,465,75,14,0.324,0
Player 1203,25,1550,5211,145,1352,245,53,212,901,473,887,203,64,0.259,0
Player 1204,20,3020,9793,413,2972,447,45,278,1553,701,1270,239,65,0.303,0
Player 1205,17,2533,7795,650,2440,495,129,371,969,562,628,87,22,0.313,1
Player 1206,23,1702,4977,417,1332,229,41,250,665,331,1192,193,30,0.268,0
Player 1207,13,1677,5696,457,1495,323,68,276,1081,608,674,165,18,0.262,0
Player 1208,19,1444,4531,306,1171,280,22,37,854,284,1067,255,72,0.258,0
Player 1209,8,1024,4248,177,1108,179,27,181,728,377,783,140,32,0.261,0
Player 1210,25,2525,7054,438,2115,315,104,360,913,684,1584,448,111,0.3,1
Player 1211,16,1376,4187,168,1164,177,37,151,497,374,982,57,19,0.278,0
Player 1212,20,820,2459,183,684,89,18,86,480,312,420,114,19,0.278,0
Player 1213,12,1320,4519,275,1042,174,28,32,423,406,1084,136,40,0.231,0
Player 1214,22,1452,4862,165,1148,140,30,232,670,279,985,190,43,0.236,0
Player 1215,2,106,381,29,131,17,6,2,65,53,62,9,1,0.344,0
Player 1216,3,150,617,24,162,24,3,12,76,77,114,6,0,0.263,0
Player 1217,13,1976,5898,179,1432,199,50,302,889,645,655,35,8,0.243,0
Player 1218,19,722,2655,109,849,176,44,139,623,313,217,110,17,0.32,0
Player 1219,21,2688,6834,729,1912,253,82,373,1263,420,827,399,106,0.28,1
Player 1220,12,1644,4843,463,1405,314,67,139,764,575,724,61,16,0.29,0
Player 1221,17,493,1621,92,429,62,12,22,225,111,188,59,11,0.265,0
Player 1222,14,1414,3609,410,934,124,61,106,666,339,585,191,42,0.259,0
Player 1223,25,2500,8875,681,2343,284,88,89,1361,585,1644,261,65,0.264,0
Player 1224,17,1207,4409,315,977,201,30,214,536,519,815,77,15,0.222,0
Player 1225,11,1221,4602,328,1228,185,79,151,765,331,1026,195,61,0.267,0
Player 1226,25,1950,6587,319,1846,334,94,166,821,479,1545,232,23,0.28,0
Player 1227,3,246,867,60,290,38,14,7,108,51,192,32,11,0.334,0
Player 1228,25,2025,6425,419,1754,417,111,162,1213,737,1151,244,21,0.273,0
Player 1229,4,516,1326,122,249,33,4,64,147,101,149,68,9,0.188,0
Player 1230,8,856,2285,101,609,103,37,91,253,220,527,29,7,0.267,0
Player 1231,21,1554,5615,374,2054,456,107,51,963,448,606,259,26,0.366,0
Player 1232,19,2755,11550,800,3468,518,120,150,2587,1382,1203,161,24,0.3,0
Player 1233,25,3225,8149,472,1968,299,57,200,1188,573,1065,490,59,0.242,0
Player 1234,19,2774,9564,823,2780,603,57,96,1680,1288,1642,449,123,0.291,0
Player 1235,16,1904,7190,310,1754,268,117,371,664,567,1359,229,54,0.244,0
Player 1236,9,675,2636,83,586,70,13,99,432,156,216,75,7,0.222,0
Player 1237,1,125,428,13,110,18,3,4,77,30,87,3,0,0.257,0
Player 1238,4,268,952,67,260,31,13,42,147,53,102,22,2,0.273,0
Player 1239,8,480,1768,96,361,82,19,41,171,162,225,54,18,0.204,0
Player 1240,2,166,657,24,150,29,3,11,94,47,86,3,0,0.228,0
Player 1241,13,1963,5315,419,1436,272,85,178,981,689,707,56,13,0.27,0
Player 1242,20,1960,7986,300,2042,294,87,45,1356,770,1610,350,73,0.256,0
Player 1243,25,1850,4706,330,1335,272,82,133,988,334,407,122,28,0.284,0
Player 1244,13,1105,4333,298,985,198,19,204,595,392,482,76,25,0.227,0
Player 1245,22,1364,3587,309,1058,134,18,184,506,242,299,71,12,0.295,0
Player 1246,25,2750,7784,681,1779,401,89,172,976,514,1592,329,92,0.229,0
Player 1247,22,1540,3860,320,1264,239,29,143,855,297,916,139,27,0.327,0
Player 1248,12,1164,3791,346,795,171,34,61,362,226,703,168,43,0.21,0
Player 1249,9,657,2015,87,466,70,7,66,206,134,351,63,11,0.231,0
Player 1250,25,1650,4590,227,1306,175,75,81,835,617,1034,20,2,0.285,0
Player 1251,7,1057,3453,106,1133,231,73,115,597,379,417,97,9,0.328,0
Player 1252,11,759,2416,153,678,145,41,32,458,321,218,14,1,0.281,0
Player 1253,2,68,258,14,74,12,5,13,30,18,41,10,3,0.287,0
Player 1254,20,1480,5947,354,1609,197,104,293,779,756,723,43,12,0.271,0
Player 1255,17,1598,5767,245,1349,294,53,125,616,476,877,74,10,0.234,0
Player 1256,3,111,300,9,75,10,2,13,47,18,45,9,2,0.25,0
Player 1257,6,384,1152,84,262,42,16,11,171,141,150,16,4,0.227,0
Player 1258,14,644,2609,193,587,114,38,109,312,144,411,65,11,0.225,0
Player 1259,14,1260,3340,182,948,125,64,63,513,288,470,111,22,0.284,0
Player 1260,21,2499,7975,301,1839,236,105,93,740,986,782,429,117,0.231,0
Player 1261,7,1050,4307,149,1211,149,31,167,763,454,941,26,3,0.281,0
Player 1262,24,1800,7409,312,1662,382,111,211,1241,715,1424,194,43,0.224,0
Player 1263,12,1644,5259,222,1474,231,98,165,974,430,455,217,29,0.28,0
Player 1264,21,1092,3968,170,1003,199,51,123,440,225,390,34,2,0.253,0
Player 1265,6,756,2477,166,790,188,49,19,473,344,236,89,23,0.319,0
Player 1266,1,98,370,15,104,20,4,2,48,24,33,15,4,0.281,0
Player 1267,2,246,628,41,196,35,13,22,70,45,56,35,12,0.312,0
Player 1268,10,1230,3376,109,822,150,16,122,346,240,354,207,26,0.243,0
Player 1269,24,2256,7995,636,2174,359,135,58,850,1053,1724,298,83,0.272,0
Player 1270,2,116,335,19,78,14,1,8,33,39,71,8,2,0.233,0
Player 1271,10,930,3378,141,863,202,29,120,576,307,693,154,39,0.255,0
Player 1272,3,396,1226,39,319,68,7,46,149,166,218,19,6,0.26,0
Player 1273,24,3624,14522,795,3552,607,146,674,2318,795,2842,395,137,0.245,1
Player 1274,17,2465,9595,665,2182,348,60,249,1591,1251,1901,345,102,0.227,0
Player 1275,20,960,3204,85,706,159,47,103,409,177,712,151,52,0.22,0
Player 1276,18,1836,7002,205,1317,179,60,237,716,596,1380,304,75,0.188,0
Player 1277,17,646,1912,72,445,98,28,39,289,104,378,15,3,0.233,0
Player 1278,20,2220,7415,471,2164,325,65,57,841,1037,1547,296,97,0.292,0
Player 1279,1,154,436,43,93,19,1,2,48,57,73,6,1,0.213,0
Player 1280,22,682,2703,120,600,130,34,126,329,277,308,97,10,0.222,0
Player 1281,19,2090,8149,325,2711,480,145,122,1850,567,762,269,43,0.333,0
Player 1282,19,2793,11265,694,2790,399,125,411,1885,843,1656,114,17,0.248,1
Player 1283,10,1350,5388,328,1515,335,90,182,1044,487,510,204,63,0.281,0
Player 1284,21,1596,6593,214,1928,316,118,164,1212,521,706,141,20,0.292,0
Player 1285,10,380,1097,43,321,50,15,51,180,56,91,38,6,0.293,0
Player 1286,2,290,1184,46,256,46,17,47,174,129,151,50,11,0.216,0
Player 1287,23,3312,11496,830,3010,518,164,70,2104,1209,2703,402,40,0.262,0
Player 1288,6,600,1930,139,411,83,21,84,222,253,271,66,22,0.213,0
Player 1289,3,456,1574,103,559,76,19,47,416,146,186,5,1,0.355,0
Player 1290,16,400,1232,104,263,45,3,27,184,99,178,17,2,0.213,0
Player 1291,6,630,1884,88,439,99,12,77,243,180,241,9,1,0.233,0
Player 1292,22,660,1920,102,448,55,25,75,169,129,360,43,12,0.233,0
Player 1293,12,1752,4625,156,1006,175,54,94,442,491,839,120,30,0.218,0
Player 1294,1,113,377,30,119,23,3,20,78,44,31,11,2,0.316,0
Player 1295,24,3432,13759,714,4881,1105,241,515,1925,877,2226,436,73,0.355,1
Player 1296,13,1274,4549,185,1152,220,29,160,619,357,390,51,16,0.253,0
Player 1297,7,245,829,23,185,40,5,7,109,106,156,27,7,0.223,0
Player 1298,17,476,1536,113,294,43,19,29,206,146,352,78,21,0.191,0
Player 1299,14,952,3131,232,818,132,30,85,563,306,705,39,7,0.261,0
Player 1300,1,121,345,27,89,20,2,12,58,39,38,14,4,0.258,0
Player 1301,19,836,3259,104,805,182,33,99,413,332,647,14,3,0.247,0
Player 1302,11,1485,4213,417,1170,218,42,181,476,237,871,148,28,0.278,0
Player 1303,18,1008,3748,247,1063,188,58,67,656,458,818,137,46,0.284,0
Player 1304,23,2047,7762,459,2183,380,148,311,922,1032,943,32,10,0.281,0
Player 1305,16,816,2837,182,734,93,34,130,421,155,431,54,15,0.259,0
Player 1306,17,1445,5732,403,1326,301,63,247,984,349,661,230,66,0.231,0
Player 1307,7,581,1739,165,510,111,17,75,290,196,145,28,5,0.293,0
Player 1308,6,150,599,31,161,28,7,29,97,62,111,19,4,0.269,0
Player 1309,11,1078,4031,185,1213,186,39,37,753,340,600,122,16,0.301,0
Player 1310,22,2794,10778,447,3208,516,48,429,2188,1061,1290,105,25,0.298,1
Player 1311,14,2044,7419,531,1633,220,102,396,855,840,1599,278,50,0.22,0
Player 1312,9,603,2375,133,522,107,20,79,286,226,378,60,10,0.22,0
Player 1313,20,2780,11643,269,2835,529,119,184,1191,729,2784,80,26,0.243,0
Player 1314,22,3058,9829,340,2290,339,44,539,1364,570,2033,524,65,0.233,1
Player 1315,23,3519,13666,978,4051,788,247,187,1897,1223,2993,329,100,0.296,1
Player 1316,8,584,2199,160,620,147,15,47,342,292,448,79,12,0.282,0
Player 1317,18,2430,7945,703,2450,329,92,108,1608,796,770,114,10,0.308,0
Player 1318,15,1470,5991,255,1700,297,104,169,606,492,541,48,4,0.284,0
Player 1319,12,384,1217,96,337,60,13,31,193,160,275,52,10,0.277,0
Player 1320,10,600,2076,157,647,90,42,61,271,176,211,74,15,0.312,0
Player 1321,3,336,900,50,257,47,6,46,118,86,128,19,3,0.286,0
Player 1322,7,315,908,35,247,47,13,26,89,54,161,43,11,0.272,0
Player 1323,14,1134,4455,339,1433,199,98,136,598,518,507,108,22,0.322,0
Player 1324,23,2875,9125,249,2500,346,113,450,1861,1031,1058,199,19,0.274,1
Player 1325,22,968,3068,204,795,177,42,140,595,372,474,139,24,0.259,0
Player 1326,5,445,1298,99,312,49,11,22,199,102,178,51,5,0.24,0
Player 1327,17,884,2948,203,868,169,48,16,516,263,554,85,8,0.294,0
Player 1328,3,282,1091,38,341,66,22,39,225,71,100,39,5,0.313,0
Player 1329,17,952,3828,227,1026,226,55,180,727,523,605,97,26,0.268,0
Player 1330,9,1350,3535,172,1116,233,74,115,622,204,381,228,61,0.316,0
Player 1331,12,408,1418,107,285,62,13,22,103,153,251,60,18,0.201,0
Player 1332,18,2700,8894,346,2384,464,111,374,1510,1009,876,191,54,0.268,1
Player 1333,11,1397,4951,325,1329,231,42,190,988,317,552,124,27,0.268,0
Player 1334,21,2856,9311,720,2277,380,123,309,1031,771,1942,493,81,0.245,0
Player 1335,14,1890,6005,229,2122,351,134,289,1136,323,706,306,24,0.353,0
Player 1336,25,1225,4045,162,1082,184,54,178,535,404,800,52,13,0.267,0
Player 1337,16,2336,8151,587,2084,282,57,312,1054,1137,1008,132,20,0.256,0
Player 1338,8,816,2734,80,740,126,33,104,472,242,321,58,8,0.271,0
